Average of cumm_rainfall,Average of temp_min,Average of temp_max,Average of humidity_min,Average of humidity_max,Average of wind_speed_min,Average of wind_speed_max,District,Average of Year,Constructed date,date,datevalue,AQI,,,,
0,26.51,42.12,17.27,70.21,0.25,9.48,Karimnagar,2019,12-Apr-19,12-04-2019,43567,109,,,,
0.22,23.11,41.52,22.16,71.9,5.6,12.1,Karimnagar,2019,13-Apr-19,13-04-2019,43568,109,,,,
0,24.66,39.9,23.19,67.48,0.7,7.97,Karimnagar,2019,14-Apr-19,14-04-2019,43569,109,,,,
0,25.32,41.46,20.77,61.22,0.1,9.14,Karimnagar,2019,15-Apr-19,15-04-2019,43570,109,,,,
0,24.47,40.96,19.94,61.28,0,9.19,Karimnagar,2019,16-Apr-19,16-04-2019,43571,109,,,,
0,24.17,39.33,20.08,55.25,0.73,9.41,Karimnagar,2019,17-Apr-19,17-04-2019,43572,109,,,,
3.76,23.63,38.61,30.28,81.01,0.75,12.03,Karimnagar,2019,18-Apr-19,18-04-2019,43573,109,,,,
0.11,24.39,38.44,32.62,87.51,0.43,12.34,Karimnagar,2019,19-Apr-19,19-04-2019,43574,109,,,,
2.45,23.06,38.15,38.69,90.52,1.95,10.33,Karimnagar,2019,20-Apr-19,20-04-2019,43575,109,,,,
0.46,24.68,38.22,39.03,88.25,1.83,13.11,Karimnagar,2019,21-Apr-19,21-04-2019,43576,109,,,,
1.86,25.76,38.52,34.54,78.7,1.6,11.66,Karimnagar,2019,22-Apr-19,22-04-2019,43577,109,,,,
0.1,24.4,38.7,26.7,73.73,0.1,14.52,Karimnagar,2019,23-Apr-19,23-04-2019,43578,109,,,,
0,23.64,40.14,21.54,75.18,0.45,9.36,Karimnagar,2019,24-Apr-19,24-04-2019,43579,109,,,,
0,26.86,41.03,19.77,64.29,0.65,7.63,Karimnagar,2019,25-Apr-19,25-04-2019,43580,109,,,,
0,26.34,41.53,20.34,63.84,0,7.99,Karimnagar,2019,26-Apr-19,26-04-2019,43581,109,,,,
0,27.16,42.31,20.61,60.34,0.8,8.65,Karimnagar,2019,27-Apr-19,27-04-2019,43582,109,,,,
0,27.15,43.28,18.37,64.04,0.2,10.09,Karimnagar,2019,28-Apr-19,28-04-2019,43583,109,,,,
0,27.47,42.21,22.66,66.09,2.71,10.91,Karimnagar,2019,29-Apr-19,29-04-2019,43584,109,,,,
0,27.4,42.72,20.61,66.32,1.72,10.37,Karimnagar,2019,30-Apr-19,30-04-2019,43585,109,,,,
0,29.07,42.32,22.54,68.6,1.03,8.93,Karimnagar,2019,01-May-19,01-05-2019,43586,103,,,,
0,28.53,41.29,26.24,65.63,2.3,9.79,Karimnagar,2019,02-May-19,02-05-2019,43587,103,,,,
0,26.77,42.72,13.65,47.49,0,11.3,Karimnagar,2019,03-May-19,03-05-2019,43588,103,,,,
0,28.49,41.32,13.07,33.11,1.07,11.48,Karimnagar,2019,04-May-19,04-05-2019,43589,103,,,,
0,28.38,41.89,13.39,36.04,3.4,11.84,Karimnagar,2019,05-May-19,05-05-2019,43590,103,,,,
0,27.85,42.83,11.71,35.53,0.63,11.87,Karimnagar,2019,06-May-19,06-05-2019,43591,103,,,,
0,28.82,42.56,13.13,46.03,0,9.51,Karimnagar,2019,07-May-19,07-05-2019,43592,103,,,,
0,28.36,43.27,12.3,57.31,0.1,8.7,Karimnagar,2019,08-May-19,08-05-2019,43593,103,,,,
0,28.27,42.79,12.74,42.14,0.3,11.27,Karimnagar,2019,09-May-19,09-05-2019,43594,103,,,,
0,27.58,43.75,11.38,41.99,0,10.46,Karimnagar,2019,10-May-19,10-05-2019,43595,103,,,,
0,29.42,42.92,12.5,55.17,0,9.66,Karimnagar,2019,11-May-19,11-05-2019,43596,103,,,,
0.31,27.14,41.87,24.82,61.23,1.1,12.61,Karimnagar,2019,12-May-19,12-05-2019,43597,103,,,,
0,27.93,41.92,21.13,67.61,0.55,8.31,Karimnagar,2019,13-May-19,13-05-2019,43598,103,,,,
2.9,27.19,42.54,22.36,69.39,0.13,12.81,Karimnagar,2019,14-May-19,14-05-2019,43599,103,,,,
0,28.82,41.1,25.87,79.11,0.3,9.01,Karimnagar,2019,15-May-19,15-05-2019,43600,103,,,,
0.05,28.56,41.71,24.29,72.91,1.6,12.98,Karimnagar,2019,16-May-19,16-05-2019,43601,103,,,,
0,29.01,42.51,19.01,71.73,0,9.62,Karimnagar,2019,17-May-19,17-05-2019,43602,103,,,,
0,29.21,43.23,15.14,59.86,1.4,9.12,Karimnagar,2019,18-May-19,18-05-2019,43603,103,,,,
0,29.25,43.29,12.19,64.18,1,10.87,Karimnagar,2019,19-May-19,19-05-2019,43604,103,,,,
0,28.6,43.61,14.2,57.44,0.1,9.94,Karimnagar,2019,20-May-19,20-05-2019,43605,103,,,,
0,29.21,43.25,19.25,61.47,0.7,11.53,Karimnagar,2019,21-May-19,21-05-2019,43606,103,,,,
0.64,28.6,42.38,23.94,62.16,0.62,12.06,Karimnagar,2019,22-May-19,22-05-2019,43607,103,,,,
1.18,28.94,43.49,20.08,74.06,1.43,11.27,Karimnagar,2019,23-May-19,23-05-2019,43608,103,,,,
1.25,29.07,42.88,24.28,72.15,2.06,13.97,Karimnagar,2019,24-May-19,24-05-2019,43609,103,,,,
0,30.49,43.13,23.68,69.39,0.2,10.75,Karimnagar,2019,25-May-19,25-05-2019,43610,103,,,,
0,30.61,44.02,17.24,59.31,0,9.76,Karimnagar,2019,26-May-19,26-05-2019,43611,103,,,,
0,32.23,45.16,15.83,61.87,0,11.55,Karimnagar,2019,27-May-19,27-05-2019,43612,103,,,,
0,30.84,45.49,13.44,67.39,5.9,13.19,Karimnagar,2019,28-May-19,28-05-2019,43613,103,,,,
0,31.3,44.49,18.99,66.26,0,10.89,Karimnagar,2019,29-May-19,29-05-2019,43614,103,,,,
0,28.86,44.08,18.83,57.19,2.52,16.65,Karimnagar,2019,30-May-19,30-05-2019,43615,103,,,,
0,29.51,40.75,29.73,71.21,2,13.22,Karimnagar,2019,31-May-19,31-05-2019,43616,103,,,,
8.28,25.72,42.82,24.13,80.93,1.73,17.52,Karimnagar,2019,01-Jun-19,01-06-2019,43617,99,,,,
1.02,25.56,37.11,39.06,88.51,0,11.05,Karimnagar,2019,02-Jun-19,02-06-2019,43618,99,,,,
0.02,31.16,43.59,20.49,57.81,1.54,17.03,Karimnagar,2019,03-Jun-19,03-06-2019,43619,99,,,,
4.31,24.4,42.76,24.94,80.14,0,24.22,Karimnagar,2019,04-Jun-19,04-06-2019,43620,99,,,,
0,30.43,40.28,33.05,72.59,0.33,12.54,Karimnagar,2019,05-Jun-19,05-06-2019,43621,99,,,,
0,31.2,43.03,24.56,68.91,0.1,13.98,Karimnagar,2019,06-Jun-19,06-06-2019,43622,99,,,,
0,28.59,43.49,22.35,61.53,0.98,23.86,Karimnagar,2019,07-Jun-19,07-06-2019,43623,99,,,,
8.83,25.35,42.08,25.25,84.1,1.26,15.76,Karimnagar,2019,08-Jun-19,08-06-2019,43624,99,,,,
0,29.01,37.17,38.22,74.86,0.5,13.54,Karimnagar,2019,09-Jun-19,09-06-2019,43625,99,,,,
0,31.18,42.13,26.73,59.18,1.27,14.6,Karimnagar,2019,10-Jun-19,10-06-2019,43626,99,,,,
0.08,29.2,42.21,26.22,73.31,0.84,15.89,Karimnagar,2019,11-Jun-19,11-06-2019,43627,99,,,,
0,31.56,41.74,27.21,54.65,2.41,16.08,Karimnagar,2019,12-Jun-19,12-06-2019,43628,99,,,,
0,29.23,41.15,28.68,58.78,4.66,20.39,Karimnagar,2019,13-Jun-19,13-06-2019,43629,99,,,,
0,29.61,40.31,29.64,61.56,3.82,17.76,Karimnagar,2019,14-Jun-19,14-06-2019,43630,99,,,,
0,30.83,40.03,30.93,53.8,2.54,16.96,Karimnagar,2019,15-Jun-19,15-06-2019,43631,99,,,,
0,31.81,40.45,25.38,51.04,3.21,17.53,Karimnagar,2019,16-Jun-19,16-06-2019,43632,99,,,,
0,30.6,40.18,26.93,60.51,1.49,17.62,Karimnagar,2019,17-Jun-19,17-06-2019,43633,99,,,,
0.31,28.73,37.68,34.34,69.3,1,16.72,Karimnagar,2019,18-Jun-19,18-06-2019,43634,99,,,,
0.02,31.13,39.16,28.52,52.74,0.1,17.05,Karimnagar,2019,19-Jun-19,19-06-2019,43635,99,,,,
0,30.23,40.2,28.53,61.56,2.65,16.05,Karimnagar,2019,20-Jun-19,20-06-2019,43636,99,,,,
44,24.21,38.81,35.79,98.66,0.21,19.9,Karimnagar,2019,21-Jun-19,21-06-2019,43637,99,,,,
0.09,26.43,34.76,58.12,92.97,0.4,12.09,Karimnagar,2019,22-Jun-19,22-06-2019,43638,99,,,,
3.38,25.4,33.8,58.66,91.96,0.83,14.96,Karimnagar,2019,23-Jun-19,23-06-2019,43639,99,,,,
0.39,25.24,33.47,63.26,93.53,0.17,9.42,Karimnagar,2019,24-Jun-19,24-06-2019,43640,99,,,,
8.03,26.46,36.09,52.68,88.24,1.32,11.29,Karimnagar,2019,25-Jun-19,25-06-2019,43641,99,,,,
0.37,27.58,36.64,49.11,86.5,1.7,10.91,Karimnagar,2019,26-Jun-19,26-06-2019,43642,99,,,,
0.18,27.85,37.91,44.52,76.04,0.67,15.4,Karimnagar,2019,27-Jun-19,27-06-2019,43643,99,,,,
1.04,28.01,37.61,43.03,76.29,0.1,17.32,Karimnagar,2019,28-Jun-19,28-06-2019,43644,99,,,,
1.84,25.26,35.83,48.51,92.82,2.94,18.44,Karimnagar,2019,29-Jun-19,29-06-2019,43645,99,,,,
3.61,24.34,31.58,66.88,93.84,2.81,16.71,Karimnagar,2019,30-Jun-19,30-06-2019,43646,99,,,,
20.68,23.9,30.04,70.5,98.28,1.43,16.85,Karimnagar,2019,01-Jul-19,01-07-2019,43647,100,,,,
4.61,25.26,30.93,72.99,94.84,1.74,13.83,Karimnagar,2019,02-Jul-19,02-07-2019,43648,100,,,,
28.53,23.67,31.23,73.46,98.19,1.8,15.84,Karimnagar,2019,03-Jul-19,03-07-2019,43649,100,,,,
0.99,26.24,31.23,72.76,92.6,1.94,18.59,Karimnagar,2019,04-Jul-19,04-07-2019,43650,100,,,,
0.08,26.89,34.59,55.89,83.3,1.68,18.43,Karimnagar,2019,05-Jul-19,05-07-2019,43651,100,,,,
7.76,24.8,33.3,57.96,95.38,0.7,19.04,Karimnagar,2019,06-Jul-19,06-07-2019,43652,100,,,,
0.29,26.62,32.19,61.39,83.96,4.88,19.22,Karimnagar,2019,07-Jul-19,07-07-2019,43653,100,,,,
13.63,24.23,34.02,57.03,95.38,1.63,21.66,Karimnagar,2019,08-Jul-19,08-07-2019,43654,100,,,,
2,25.31,34.33,59.78,93.01,2.13,17.72,Karimnagar,2019,09-Jul-19,09-07-2019,43655,100,,,,
6.44,24.6,34.01,60.32,96.99,0.1,15.37,Karimnagar,2019,10-Jul-19,10-07-2019,43656,100,,,,
5.04,25.38,34.85,56.26,92.53,1.6,18.53,Karimnagar,2019,11-Jul-19,11-07-2019,43657,100,,,,
3.34,24.54,33.32,64.2,95.29,1.16,15.83,Karimnagar,2019,12-Jul-19,12-07-2019,43658,100,,,,
0.08,26.68,34.16,60.13,87.78,1.6,13,Karimnagar,2019,13-Jul-19,13-07-2019,43659,100,,,,
0.23,26.18,35.04,54.73,87.43,0.6,15.04,Karimnagar,2019,14-Jul-19,14-07-2019,43660,100,,,,
0.3,26.08,35.58,50.48,85.36,0,15.03,Karimnagar,2019,15-Jul-19,15-07-2019,43661,100,,,,
0.07,26.87,35.62,47.58,77.27,2.9,13.42,Karimnagar,2019,16-Jul-19,16-07-2019,43662,100,,,,
0,26.86,36.66,43.71,79.03,0,15.21,Karimnagar,2019,17-Jul-19,17-07-2019,43663,100,,,,
0,26.88,37.47,42.18,78.2,0,12.99,Karimnagar,2019,18-Jul-19,18-07-2019,43664,100,,,,
0.33,25.33,37.83,40.83,91.16,0,13.89,Karimnagar,2019,19-Jul-19,19-07-2019,43665,100,,,,
47.61,24.11,36.71,47.94,97.47,0,12.49,Karimnagar,2019,20-Jul-19,20-07-2019,43666,100,,,,
1.39,25.39,33.52,70.79,98.18,0.15,9.18,Karimnagar,2019,21-Jul-19,21-07-2019,43667,100,,,,
0.02,26.15,35.09,59.03,94.22,1.98,12.78,Karimnagar,2019,22-Jul-19,22-07-2019,43668,100,,,,
0.21,25.68,35.76,57.27,94.39,2.8,11.52,Karimnagar,2019,23-Jul-19,23-07-2019,43669,100,,,,
0,26.5,36.13,54.04,89.35,0.23,11.27,Karimnagar,2019,24-Jul-19,24-07-2019,43670,100,,,,
0.01,27.04,35.36,56.44,86.02,0,14.33,Karimnagar,2019,25-Jul-19,25-07-2019,43671,100,,,,
39.44,23.91,34.33,58,98.76,1.28,15.87,Karimnagar,2019,26-Jul-19,26-07-2019,43672,100,,,,
20.72,23.55,27.73,84.23,97.51,1.14,16.76,Karimnagar,2019,27-Jul-19,27-07-2019,43673,100,,,,
22.58,23.63,28.53,80.63,98.36,1.4,15.31,Karimnagar,2019,28-Jul-19,28-07-2019,43674,100,,,,
37.24,23.59,27.68,82.85,98.86,1.98,14.72,Karimnagar,2019,29-Jul-19,29-07-2019,43675,100,,,,
33.69,23.36,25.54,87.66,98.18,3.44,14.64,Karimnagar,2019,30-Jul-19,30-07-2019,43676,100,,,,
0.49,24.44,28.13,83.8,94.88,3.71,16.47,Karimnagar,2019,31-Jul-19,31-07-2019,43677,100,,,,
1.94,24.83,32.04,71.28,92.94,1.4,15.95,Karimnagar,2019,01-Aug-19,01-08-2019,43678,99,,,,
51.38,23.68,30.1,77.83,99.03,1.96,16.91,Karimnagar,2019,02-Aug-19,02-08-2019,43679,99,,,,
25.57,23.93,25.53,91.71,99.06,5.04,17.52,Karimnagar,2019,03-Aug-19,03-08-2019,43680,99,,,,
7.58,23.71,27.43,87.45,98.11,4.82,17.93,Karimnagar,2019,04-Aug-19,04-08-2019,43681,99,,,,
0.36,24.7,31.36,75.06,95.74,4.83,18.24,Karimnagar,2019,05-Aug-19,05-08-2019,43682,99,,,,
13.88,24.18,31.67,72.38,97.83,3.46,17.03,Karimnagar,2019,06-Aug-19,06-08-2019,43683,99,,,,
26.91,23.7,27.89,85.58,98.75,3.31,18.12,Karimnagar,2019,07-Aug-19,07-08-2019,43684,99,,,,
22.36,23.99,26.54,91.85,99.23,2.89,14.54,Karimnagar,2019,08-Aug-19,08-08-2019,43685,99,,,,
5.78,23.88,28.91,81.1,97.94,1.89,14.48,Karimnagar,2019,09-Aug-19,09-08-2019,43686,99,,,,
0.15,24.75,31.74,68.51,91.61,2.51,16.81,Karimnagar,2019,10-Aug-19,10-08-2019,43687,99,,,,
0.12,25.19,33.21,66.58,89.25,1.83,13.69,Karimnagar,2019,11-Aug-19,11-08-2019,43688,99,,,,
6.66,24.36,33.11,64.45,96.04,0.38,13.38,Karimnagar,2019,12-Aug-19,12-08-2019,43689,99,,,,
1.64,25.74,32.21,72.91,95.68,0.1,13.01,Karimnagar,2019,13-Aug-19,13-08-2019,43690,99,,,,
0.56,25.06,29.08,80.84,96.18,0,11.13,Karimnagar,2019,14-Aug-19,14-08-2019,43691,99,,,,
4.66,24.24,31.03,75.66,96.84,0.1,10.63,Karimnagar,2019,15-Aug-19,15-08-2019,43692,99,,,,
1.21,25.3,32.88,71.33,94.7,0.1,10.29,Karimnagar,2019,16-Aug-19,16-08-2019,43693,99,,,,
0,26.11,33.64,66.76,94.88,0,11.55,Karimnagar,2019,17-Aug-19,17-08-2019,43694,99,,,,
0.04,25.87,32.33,71.47,96.68,0,9,Karimnagar,2019,18-Aug-19,18-08-2019,43695,99,,,,
15.98,23.95,28.78,84.94,99.13,0,6.86,Karimnagar,2019,19-Aug-19,19-08-2019,43696,99,,,,
1.44,25.88,34.29,67.46,96.2,0,7.89,Karimnagar,2019,20-Aug-19,20-08-2019,43697,99,,,,
1.01,25.63,32.34,73.72,95.43,0,10.58,Karimnagar,2019,21-Aug-19,21-08-2019,43698,99,,,,
2.76,24.24,32.3,77.58,96.51,0.76,12.82,Karimnagar,2019,22-Aug-19,22-08-2019,43699,99,,,,
10.64,23.13,30.76,80.23,97.67,0,11.67,Karimnagar,2019,23-Aug-19,23-08-2019,43700,99,,,,
0.98,24.74,27.96,86.66,98.47,0.6,9.89,Karimnagar,2019,24-Aug-19,24-08-2019,43701,99,,,,
0.41,24.71,32,67.26,93.9,2,11.93,Karimnagar,2019,25-Aug-19,25-08-2019,43702,99,,,,
1.55,24.83,32.36,70.55,95.85,1.25,13.06,Karimnagar,2019,26-Aug-19,26-08-2019,43703,99,,,,
0.51,23.89,32.47,68.18,95.94,1.7,12.09,Karimnagar,2019,27-Aug-19,27-08-2019,43704,99,,,,
0.01,24.98,33.66,56.24,92.73,0,13.03,Karimnagar,2019,28-Aug-19,28-08-2019,43705,99,,,,
0.01,24.95,34.33,54.86,94.74,0,9.77,Karimnagar,2019,29-Aug-19,29-08-2019,43706,99,,,,
0.8,25.64,35.44,57.24,94.29,0.1,10.99,Karimnagar,2019,30-Aug-19,30-08-2019,43707,99,,,,
36.27,23.58,34.24,65.94,96.93,0.3,12.94,Karimnagar,2019,31-Aug-19,31-08-2019,43708,99,,,,
16.45,23.47,31.14,79.77,96.72,0.58,12.43,Karimnagar,2019,01-Sep-19,01-09-2019,43709,97,,,,
2.55,22.86,30.51,78.9,94.81,2.1,16.95,Karimnagar,2019,02-Sep-19,02-09-2019,43710,97,,,,
8.39,23.34,27.87,86.05,98.94,1.9,12.93,Karimnagar,2019,03-Sep-19,03-09-2019,43711,97,,,,
0.49,24.22,28.69,86.68,98.03,0.73,11.13,Karimnagar,2019,04-Sep-19,04-09-2019,43712,97,,,,
0.25,24.29,30.43,83.12,97.92,3.63,12.84,Karimnagar,2019,05-Sep-19,05-09-2019,43713,97,,,,
0.84,24.41,32.24,74.91,95.15,1.8,14.11,Karimnagar,2019,06-Sep-19,06-09-2019,43714,97,,,,
0.79,24.3,29.06,83.28,95.84,0.98,15.57,Karimnagar,2019,07-Sep-19,07-09-2019,43715,97,,,,
0.22,24.99,29.28,82.79,95.54,1.3,13.84,Karimnagar,2019,08-Sep-19,08-09-2019,43716,97,,,,
9.2,24.3,30.94,79.59,99.19,0.7,14.34,Karimnagar,2019,09-Sep-19,09-09-2019,43717,97,,,,
4.07,24.58,31.36,76.24,97.87,1.52,13.9,Karimnagar,2019,10-Sep-19,10-09-2019,43718,97,,,,
3.96,24.67,33.09,71.66,98.25,1.25,13.68,Karimnagar,2019,11-Sep-19,11-09-2019,43719,97,,,,
2.89,24.35,32.11,70.94,98.52,2.82,13.73,Karimnagar,2019,12-Sep-19,12-09-2019,43720,97,,,,
1.84,24.18,28.34,84.4,97.85,2.77,11.79,Karimnagar,2019,13-Sep-19,13-09-2019,43721,97,,,,
1.21,23.81,32.42,73.92,97.48,1.9,13.62,Karimnagar,2019,14-Sep-19,14-09-2019,43722,97,,,,
4.56,24.05,33.43,64.98,98.39,1.2,10.13,Karimnagar,2019,15-Sep-19,15-09-2019,43723,97,,,,
0.26,25.8,32.69,69.32,98.1,0,9.38,Karimnagar,2019,16-Sep-19,16-09-2019,43724,97,,,,
0.03,25.53,32.76,72.06,97.34,0.6,9.18,Karimnagar,2019,17-Sep-19,17-09-2019,43725,97,,,,
38.36,23.16,33.18,73.53,99.43,0.1,11.66,Karimnagar,2019,18-Sep-19,18-09-2019,43726,97,,,,
3.19,23.9,32.09,76.99,99.28,0,6.26,Karimnagar,2019,19-Sep-19,19-09-2019,43727,97,,,,
3.61,23.81,31.88,78.37,98.82,0.1,7.13,Karimnagar,2019,20-Sep-19,20-09-2019,43728,97,,,,
10.68,23.95,33.03,70.4,99.21,0,6.9,Karimnagar,2019,21-Sep-19,21-09-2019,43729,97,,,,
20.23,23.57,33.28,75.02,98.7,0,8.44,Karimnagar,2019,22-Sep-19,22-09-2019,43730,97,,,,
6.22,24.23,34.96,63.74,98.16,0,6.71,Karimnagar,2019,23-Sep-19,23-09-2019,43731,97,,,,
15.83,23.42,34.58,68.49,98.58,0,6.23,Karimnagar,2019,24-Sep-19,24-09-2019,43732,97,,,,
54.09,22.72,33.14,76.6,98.66,0.2,6.88,Karimnagar,2019,25-Sep-19,25-09-2019,43733,97,,,,
6.9,24.17,30.55,84.46,98.54,1.35,9.15,Karimnagar,2019,26-Sep-19,26-09-2019,43734,97,,,,
29.24,22.25,28.69,87.27,98.42,1.2,11.78,Karimnagar,2019,27-Sep-19,27-09-2019,43735,97,,,,
19.23,22.96,31.76,79.08,98.51,0.9,8.4,Karimnagar,2019,28-Sep-19,28-09-2019,43736,97,,,,
9.5,23,31.66,81.06,98.3,0.1,10.16,Karimnagar,2019,29-Sep-19,29-09-2019,43737,97,,,,
28.89,22.02,33.36,73.09,98.84,0.1,11.2,Karimnagar,2019,30-Sep-19,30-09-2019,43738,97,,,,
1,22.93,32.12,79.2,98.73,0.1,8.38,Karimnagar,2019,01-Oct-19,01-10-2019,43739,102,,,,
12.46,22.65,33.3,73.46,98.44,0,7.74,Karimnagar,2019,02-Oct-19,02-10-2019,43740,102,,,,
0,23.79,33.51,70.28,98.53,0,6.73,Karimnagar,2019,03-Oct-19,03-10-2019,43741,102,,,,
2.79,22.98,33.74,67.82,98.58,0,6.51,Karimnagar,2019,04-Oct-19,04-10-2019,43742,102,,,,
0.07,23.06,33.81,63.02,98.05,0,4.12,Karimnagar,2019,05-Oct-19,05-10-2019,43743,102,,,,
0.02,23.68,33.73,67.14,98.36,0,5.31,Karimnagar,2019,06-Oct-19,06-10-2019,43744,102,,,,
5.64,22.7,33.58,66.18,98.64,0,8.08,Karimnagar,2019,07-Oct-19,07-10-2019,43745,102,,,,
0,23.3,33.24,67.66,98.19,0,4.11,Karimnagar,2019,08-Oct-19,08-10-2019,43746,102,,,,
0.16,23.29,32.94,70.31,97.84,0,5.52,Karimnagar,2019,09-Oct-19,09-10-2019,43747,102,,,,
3.17,23.1,32.94,68.91,97.18,0,4.87,Karimnagar,2019,10-Oct-19,10-10-2019,43748,102,,,,
11.97,22.66,33.17,68.63,98.23,0,8.71,Karimnagar,2019,11-Oct-19,11-10-2019,43749,102,,,,
6.49,22.83,32.95,69.79,98.63,0,7.69,Karimnagar,2019,12-Oct-19,12-10-2019,43750,102,,,,
0.5,23.1,32.61,72.73,98.63,0,4.66,Karimnagar,2019,13-Oct-19,13-10-2019,43751,102,,,,
0,23.64,32.66,71.84,98.09,0,4.36,Karimnagar,2019,14-Oct-19,14-10-2019,43752,102,,,,
0,22.42,32.68,70.33,97.46,0,5.41,Karimnagar,2019,15-Oct-19,15-10-2019,43753,102,,,,
0,22.59,32.84,66.4,96.94,0,5.5,Karimnagar,2019,16-Oct-19,16-10-2019,43754,102,,,,
0.66,22.12,32.41,69.01,98.41,0.58,6.61,Karimnagar,2019,17-Oct-19,17-10-2019,43755,102,,,,
27.54,22.69,33.27,62.95,98.93,0.73,9.36,Karimnagar,2019,18-Oct-19,18-10-2019,43756,102,,,,
30.36,22.21,31.63,73.11,99.31,0.58,7.94,Karimnagar,2019,19-Oct-19,19-10-2019,43757,102,,,,
45.68,22.09,31.3,75.76,99.37,0.58,5.5,Karimnagar,2019,20-Oct-19,20-10-2019,43758,102,,,,
24.74,22.86,30.51,78.89,99.32,0.73,7.9,Karimnagar,2019,21-Oct-19,21-10-2019,43759,102,,,,
0.15,22.09,31.05,77.64,99.21,0,3.56,Karimnagar,2019,22-Oct-19,22-10-2019,43760,102,,,,
0.05,23.61,31.71,72.66,98.55,0.1,4,Karimnagar,2019,23-Oct-19,23-10-2019,43761,102,,,,
7.66,22.43,31.36,72.84,98.98,0,7.74,Karimnagar,2019,24-Oct-19,24-10-2019,43762,102,,,,
22.83,22.31,31.74,73.77,99.23,0,9.31,Karimnagar,2019,25-Oct-19,25-10-2019,43763,102,,,,
1.89,23.97,31.69,70.69,99.01,0,4.72,Karimnagar,2019,26-Oct-19,26-10-2019,43764,102,,,,
5.49,22.62,32.73,67.26,98.97,0,8.12,Karimnagar,2019,27-Oct-19,27-10-2019,43765,102,,,,
0.04,23.49,32.87,65.81,99.06,0,6.34,Karimnagar,2019,28-Oct-19,28-10-2019,43766,102,,,,
12.05,21.49,32.58,69.18,99.08,0,8.63,Karimnagar,2019,29-Oct-19,29-10-2019,43767,102,,,,
1.06,23.38,32.53,71.34,99,0,8.42,Karimnagar,2019,30-Oct-19,30-10-2019,43768,102,,,,
24.33,21.74,32.26,73.41,99.3,0,10.46,Karimnagar,2019,31-Oct-19,31-10-2019,43769,102,,,,
0.15,23.23,29.05,86.26,99.08,0,5.24,Karimnagar,2019,01-Nov-19,01-11-2019,43770,105,,,,
0,23.12,32.43,65.88,98.94,0,5.59,Karimnagar,2019,02-Nov-19,02-11-2019,43771,105,,,,
13.03,22.08,33.53,62.67,99.38,0,8.02,Karimnagar,2019,03-Nov-19,03-11-2019,43772,105,,,,
0,21.66,31.85,69.72,99.22,0,4.75,Karimnagar,2019,04-Nov-19,04-11-2019,43773,105,,,,
0,21.42,32.46,57.46,98.66,0,5.2,Karimnagar,2019,05-Nov-19,05-11-2019,43774,105,,,,
0.02,22.11,32.7,58.33,98.89,0,5.39,Karimnagar,2019,06-Nov-19,06-11-2019,43775,105,,,,
0,21.16,32.62,56.76,98.81,0,4.45,Karimnagar,2019,07-Nov-19,07-11-2019,43776,105,,,,
0,20.92,32.74,54.62,98.53,0,5.29,Karimnagar,2019,08-Nov-19,08-11-2019,43777,105,,,,
0,20.29,31.98,57.33,98.48,0,5.23,Karimnagar,2019,09-Nov-19,09-11-2019,43778,105,,,,
0,18.98,31.3,53.26,97.49,0,6.18,Karimnagar,2019,10-Nov-19,10-11-2019,43779,105,,,,
0,20.37,31.59,50.97,98.23,0,6.92,Karimnagar,2019,11-Nov-19,11-11-2019,43780,105,,,,
0,19.83,32.04,51.76,98.14,0,6.56,Karimnagar,2019,12-Nov-19,12-11-2019,43781,105,,,,
0,17.63,31.46,44.19,97.94,0,7.3,Karimnagar,2019,13-Nov-19,13-11-2019,43782,105,,,,
0,18.33,30.88,47.18,98.09,0,6.18,Karimnagar,2019,14-Nov-19,14-11-2019,43783,105,,,,
0,19.76,31.03,48.78,97.74,0,3.34,Karimnagar,2019,15-Nov-19,15-11-2019,43784,105,,,,
0,19.08,31.59,46.97,98.2,0,3.53,Karimnagar,2019,16-Nov-19,16-11-2019,43785,105,,,,
0,19.47,32.58,45.59,98.31,0,4.63,Karimnagar,2019,17-Nov-19,17-11-2019,43786,105,,,,
0,18.16,31.85,44.97,96.23,0,7.31,Karimnagar,2019,18-Nov-19,18-11-2019,43787,105,,,,
0,18.67,31.45,45.93,97.94,0,7.03,Karimnagar,2019,19-Nov-19,19-11-2019,43788,105,,,,
0,18.51,32.38,43.89,98.56,0,4.44,Karimnagar,2019,20-Nov-19,20-11-2019,43789,105,,,,
0,19.51,31.61,50.05,98.09,0,5.1,Karimnagar,2019,21-Nov-19,21-11-2019,43790,105,,,,
0,18.76,31.16,52.13,98.77,0,5.8,Karimnagar,2019,22-Nov-19,22-11-2019,43791,105,,,,
0,17.16,31.61,45.35,97.64,0,4.76,Karimnagar,2019,23-Nov-19,23-11-2019,43792,105,,,,
0,16.79,30.79,44.09,98.09,0,5.98,Karimnagar,2019,24-Nov-19,24-11-2019,43793,105,,,,
0,17.18,30.77,47.15,98.16,0,4.79,Karimnagar,2019,25-Nov-19,25-11-2019,43794,105,,,,
0,17.99,30.69,49.64,98.17,0,7.39,Karimnagar,2019,26-Nov-19,26-11-2019,43795,105,,,,
0,17.85,30.86,50.86,97.99,0,6.72,Karimnagar,2019,27-Nov-19,27-11-2019,43796,105,,,,
0,17.76,31.36,44.03,98.42,0,5.78,Karimnagar,2019,28-Nov-19,28-11-2019,43797,105,,,,
